tick=0 subject=world event=world_initialized result=width:128,height:128,territories:2
tick=313 subject=M11 event=survival_changed result=health:100->100,satiety:93->92,energy:33->32
tick=313 subject=M12 event=survival_changed result=health:100->100,satiety:78->77,energy:38->37
tick=314 subject=M01 event=survival_changed result=health:100->100,satiety:72->71,energy:22->21
tick=314 subject=M02 event=survival_changed result=health:100->100,satiety:42->41,energy:32->31
tick=314 subject=M03 event=survival_changed result=health:100->100,satiety:87->86,energy:27->26
tick=314 subject=M04 event=survival_changed result=health:100->100,satiety:72->71,energy:22->21
tick=314 subject=M05 event=survival_changed result=health:100->100,satiety:82->81,energy:32->31
tick=314 subject=M06 event=survival_changed result=health:100->100,satiety:62->61,energy:22->21
tick=314 subject=M07 event=survival_changed result=health:100->100,satiety:42->41,energy:32->31
tick=314 subject=M08 event=survival_changed result=health:100->100,satiety:87->86,energy:37->36
tick=314 subject=M09 event=survival_changed result=health:100->100,satiety:67->66,energy:27->26
tick=314 subject=M10 event=survival_changed result=health:100->100,satiety:77->76,energy:27->26
tick=314 subject=M11 event=survival_changed result=health:100->100,satiety:92->91,energy:32->31
tick=314 subject=M12 event=survival_changed result=health:100->100,satiety:77->76,energy:37->36
tick=315 subject=M01 event=survival_changed result=health:100->100,satiety:71->70,energy:21->20
tick=315 subject=M02 event=survival_changed result=health:100->100,satiety:41->40,energy:31->30
tick=315 subject=M03 event=survival_changed result=health:100->100,satiety:86->85,energy:26->25
tick=315 subject=M04 event=survival_changed result=health:100->100,satiety:71->70,energy:21->20
tick=315 subject=M05 event=survival_changed result=health:100->100,satiety:81->80,energy:31->30
tick=315 subject=M06 event=survival_changed result=health:100->100,satiety:61->60,energy:21->20
tick=315 subject=M07 event=survival_changed result=health:100->100,satiety:41->40,energy:31->30
tick=315 subject=M08 event=survival_changed result=health:100->100,satiety:86->85,energy:36->35
tick=315 subject=M09 event=survival_changed result=health:100->100,satiety:66->65,energy:26->25
tick=315 subject=M10 event=survival_changed result=health:100->100,satiety:76->75,energy:26->25
tick=315 subject=M11 event=survival_changed result=health:100->100,satiety:91->90,energy:31->30
tick=315 subject=M12 event=survival_changed result=health:100->100,satiety:76->75,energy:36->35
tick=316 subject=M01 event=survival_changed result=health:100->100,satiety:70->69,energy:20->19
tick=316 subject=M02 event=survival_changed result=health:100->100,satiety:40->39,energy:30->29
tick=316 subject=M03 event=survival_changed result=health:100->100,satiety:85->84,energy:25->24
tick=316 subject=M04 event=survival_changed result=health:100->100,satiety:70->69,energy:20->19
tick=316 subject=M05 event=survival_changed result=health:100->100,satiety:80->79,energy:30->29
tick=316 subject=M06 event=survival_changed result=health:100->100,satiety:60->59,energy:20->19
tick=316 subject=M07 event=survival_changed result=health:100->100,satiety:40->39,energy:30->29
tick=316 subject=M08 event=survival_changed result=health:100->100,satiety:85->84,energy:35->34
tick=316 subject=M09 event=survival_changed result=health:100->100,satiety:65->64,energy:25->24
tick=316 subject=M10 event=survival_changed result=health:100->100,satiety:75->74,energy:25->24
tick=316 subject=M11 event=survival_changed result=health:100->100,satiety:90->89,energy:30->29
tick=316 subject=M12 event=survival_changed result=health:100->100,satiety:75->74,energy:35->34
tick=317 subject=M01 event=food_consumed result=food:F0180,class:low,satiety:69->84,energy:19->24
tick=317 subject=M01 event=survival_changed result=health:100->100,satiety:84->83,energy:24->23
tick=317 subject=M02 event=food_consumed result=food:F0067,class:high,satiety:39->89,energy:29->49
tick=317 subject=M02 event=survival_changed result=health:100->100,satiety:89->88,energy:49->48
tick=317 subject=M03 event=survival_changed result=health:100->100,satiety:84->83,energy:24->23
tick=317 subject=M04 event=survival_changed result=health:100->100,satiety:69->68,energy:39->38
tick=317 subject=M05 event=survival_changed result=health:100->100,satiety:79->78,energy:29->28
tick=317 subject=M06 event=survival_changed result=health:100->100,satiety:59->58,energy:39->38
tick=317 subject=M07 event=survival_changed result=health:100->100,satiety:39->38,energy:29->28
tick=317 subject=M08 event=survival_changed result=health:100->100,satiety:84->83,energy:34->33
tick=317 subject=M09 event=survival_changed result=health:100->100,satiety:64->63,energy:24->23
tick=317 subject=M10 event=survival_changed result=health:100->100,satiety:74->73,energy:24->23
tick=317 subject=M11 event=survival_changed result=health:100->100,satiety:89->88,energy:29->28
tick=317 subject=M12 event=survival_changed result=health:100->100,satiety:74->73,energy:34->33
tick=318 subject=M01 event=survival_changed result=health:100->100,satiety:83->82,energy:23->22
tick=318 subject=M02 event=survival_changed result=health:100->100,satiety:88->87,energy:48->47
tick=318 subject=M03 event=survival_changed result=health:100->100,satiety:83->82,energy:23->22
tick=318 subject=M04 event=survival_changed result=health:100->100,satiety:68->67,energy:38->37
tick=318 subject=M05 event=survival_changed result=health:100->100,satiety:78->77,energy:28->27
tick=318 subject=M06 event=survival_changed result=health:100->100,satiety:58->57,energy:38->37
tick=318 subject=M07 event=survival_changed result=health:100->100,satiety:38->37,energy:28->27
tick=318 subject=M08 event=survival_changed result=health:100->100,satiety:83->82,energy:33->32
tick=318 subject=M09 event=survival_changed result=health:100->100,satiety:63->62,energy:23->22
tick=318 subject=M10 event=survival_changed result=health:100->100,satiety:73->72,energy:23->22
tick=318 subject=M11 event=survival_changed result=health:100->100,satiety:88->87,energy:28->27
tick=318 subject=M12 event=survival_changed result=health:100->100,satiety:73->72,energy:33->32
tick=319 subject=M01 event=survival_changed result=health:100->100,satiety:82->81,energy:22->21
tick=319 subject=M02 event=survival_changed result=health:100->100,satiety:87->86,energy:47->46
tick=319 subject=M03 event=survival_changed result=health:100->100,satiety:82->81,energy:22->21
tick=319 subject=M04 event=survival_changed result=health:100->100,satiety:67->66,energy:37->36
tick=319 subject=M05 event=survival_changed result=health:100->100,satiety:77->76,energy:27->26
tick=319 subject=M06 event=survival_changed result=health:100->100,satiety:57->56,energy:37->36
tick=319 subject=M07 event=survival_changed result=health:100->100,satiety:37->36,energy:27->26
tick=319 subject=M08 event=survival_changed result=health:100->100,satiety:82->81,energy:32->31
tick=319 subject=M09 event=survival_changed result=health:100->100,satiety:62->61,energy:22->21
tick=319 subject=M10 event=food_consumed result=food:F0222,class:low,satiety:72->87,energy:22->27
tick=319 subject=M10 event=survival_changed result=health:100->100,satiety:87->86,energy:27->26
tick=319 subject=M11 event=survival_changed result=health:100->100,satiety:87->86,energy:27->26
tick=319 subject=M12 event=survival_changed result=health:100->100,satiety:72->71,energy:32->31
tick=320 subject=M01 event=survival_changed result=health:100->100,satiety:81->80,energy:21->20
tick=320 subject=M02 event=survival_changed result=health:100->100,satiety:86->85,energy:46->45
tick=320 subject=M03 event=survival_changed result=health:100->100,satiety:81->80,energy:21->20
tick=320 subject=M04 event=survival_changed result=health:100->100,satiety:66->65,energy:36->35
tick=320 subject=M05 event=survival_changed result=health:100->100,satiety:76->75,energy:26->25
tick=320 subject=M06 event=survival_changed result=health:100->100,satiety:56->55,energy:36->35
tick=320 subject=M07 event=survival_changed result=health:100->100,satiety:36->35,energy:26->25
tick=320 subject=M08 event=survival_changed result=health:100->100,satiety:81->80,energy:31->30
tick=320 subject=M09 event=survival_changed result=health:100->100,satiety:61->60,energy:21->20
tick=320 subject=M10 event=survival_changed result=health:100->100,satiety:86->85,energy:26->25
tick=320 subject=M11 event=survival_changed result=health:100->100,satiety:86->85,energy:26->25
tick=320 subject=M12 event=survival_changed result=health:100->100,satiety:71->70,energy:31->30
tick=320 subject=A event=food_regenerated result=food:F0239,class:medium,position:55:9
tick=320 subject=A event=food_regenerated result=food:F0240,class:medium,position:106:45
tick=320 subject=B event=food_regenerated result=food:F0241,class:low,position:78:113
tick=320 subject=B event=food_regenerated result=food:F0242,class:low,position:42:96
tick=321 subject=M01 event=survival_changed result=health:100->100,satiety:80->79,energy:20->19
tick=321 subject=M02 event=survival_changed result=health:100->100,satiety:85->84,energy:45->44
tick=321 subject=M03 event=survival_changed result=health:100->100,satiety:80->79,energy:20->19
tick=321 subject=M04 event=survival_changed result=health:100->100,satiety:65->64,energy:35->34
tick=321 subject=M05 event=survival_changed result=health:100->100,satiety:75->74,energy:25->24
tick=321 subject=M06 event=survival_changed result=health:100->100,satiety:55->54,energy:35->34
tick=321 subject=M07 event=food_consumed result=food:F0088,class:high,satiety:35->85,energy:25->45
tick=321 subject=M07 event=survival_changed result=health:100->100,satiety:85->84,energy:45->44
tick=321 subject=M08 event=survival_changed result=health:100->100,satiety:80->79,energy:30->29
tick=321 subject=M09 event=survival_changed result=health:100->100,satiety:60->59,energy:20->19
tick=321 subject=M10 event=survival_changed result=health:100->100,satiety:85->84,energy:25->24
tick=321 subject=M11 event=survival_changed result=health:100->100,satiety:85->84,energy:25->24
tick=321 subject=M12 event=survival_changed result=health:100->100,satiety:70->69,energy:30->29
tick=322 subject=M01 event=survival_changed result=health:100->100,satiety:79->78,energy:39->38
tick=322 subject=M02 event=survival_changed result=health:100->100,satiety:84->83,energy:44->43
tick=322 subject=M03 event=survival_changed result=health:100->100,satiety:79->78,energy:39->38
tick=322 subject=M04 event=food_consumed result=food:F0200,class:medium,satiety:64->94,energy:34->44
tick=322 subject=M04 event=survival_changed result=health:100->100,satiety:94->93,energy:44->43
tick=322 subject=M05 event=survival_changed result=health:100->100,satiety:74->73,energy:24->23
tick=322 subject=M06 event=survival_changed result=health:100->100,satiety:54->53,energy:34->33
tick=322 subject=M07 event=survival_changed result=health:100->100,satiety:84->83,energy:44->43
tick=322 subject=M08 event=survival_changed result=health:100->100,satiety:79->78,energy:29->28
tick=322 subject=M09 event=survival_changed result=health:100->100,satiety:59->58,energy:39->38
tick=322 subject=M10 event=survival_changed result=health:100->100,satiety:84->83,energy:24->23
tick=322 subject=M11 event=survival_changed result=health:100->100,satiety:84->83,energy:24->23
tick=322 subject=M12 event=survival_changed result=health:100->100,satiety:69->68,energy:29->28
tick=323 subject=M01 event=survival_changed result=health:100->100,satiety:78->77,energy:38->37
tick=323 subject=M02 event=survival_changed result=health:100->100,satiety:83->82,energy:43->42
tick=323 subject=M03 event=survival_changed result=health:100->100,satiety:78->77,energy:38->37
tick=323 subject=M04 event=survival_changed result=health:100->100,satiety:93->92,energy:43->42
tick=323 subject=M05 event=survival_changed result=health:100->100,satiety:73->72,energy:23->22
tick=323 subject=M06 event=survival_changed result=health:100->100,satiety:53->52,energy:33->32
tick=323 subject=M07 event=survival_changed result=health:100->100,satiety:83->82,energy:43->42
tick=323 subject=M08 event=survival_changed result=health:100->100,satiety:78->77,energy:28->27
tick=323 subject=M09 event=survival_changed result=health:100->100,satiety:58->57,energy:38->37
tick=323 subject=M10 event=survival_changed result=health:100->100,satiety:83->82,energy:23->22
tick=323 subject=M11 event=survival_changed result=health:100->100,satiety:83->82,energy:23->22
